contrast,metric,mean_delta,interval_low,interval_high,seed_deltas,evidence_class
Q5-Q_minus_Q5-AD,strict_auc,0.007555555555555575,-0.05249999999999988,0.0941249999999999,"[0.0941249999999999, -0.05249999999999988, -0.0189583333333333]",cross_run_diagnostic
