run_id,snapshot_last_task,evidence_status,official_test_used,cell,task_ids,method_family,trainer_method,S,B,U,planned_rollouts,n_seeds,seeds,mean_extracted_auc,mean_extracted_final,mean_strict_auc,mean_strict_final,mean_natural_eos_final,mean_pass8_final,mean_late_peak_drop_pp,mean_accelerator_hours,seed31_extracted_auc,seed31_extracted_final,seed31_strict_auc,seed31_strict_final,seed31_pass8_final,seed47_extracted_auc,seed47_extracted_final,seed47_strict_auc,seed47_strict_final,seed47_pass8_final,seed73_extracted_auc,seed73_extracted_final,seed73_strict_auc,seed73_strict_final,seed73_pass8_final,se_extracted_auc,mean_extracted_auc_delta_pp,mean_final_extracted_delta_pp,mean_pass8_delta_pp,positive_auc_seeds,passes_all_gates
f31c2a6e,489,validated_complete_three_seed_cell,False,VOUT-S32-B4-U2,142|143|144,VOUT,AC-ALG1,32,4,2,4096,3,31|47|73,0.7542447917,0.7241666667,0.7265755208,0.7183333333,0.9883333333,0.9466666667,5.666666667,0.7640740741,0.7523828125,0.71,0.7401171875,0.7075,0.95,0.7376171875,0.705,0.70203125,0.695,0.93,0.772734375,0.7575,0.737578125,0.7525,0.96,0.01018011852,1.7578125,-1.25,0.3333333333,2,False
f31c2a6e,489,validated_complete_three_seed_cell,False,VOUT-S32-B4-U4,145|146|147,VOUT,AC-ALG1,32,4,4,4096,3,31|47|73,0.7296354167,0.6641666667,0.7052994792,0.6558333333,0.9975,0.8466666667,10,0.7783240741,0.6958984375,0.625,0.6736328125,0.615,0.81,0.7185546875,0.665,0.696328125,0.66,0.83,0.774453125,0.7025,0.7459375,0.6925,0.9,0.02334378326,-0.703125,-7.25,-9.666666667,2,False
f31c2a6e,489,validated_complete_three_seed_cell,False,VOUT-S32-B8-U1,148|149|150,VOUT,AC-ALG1,32,8,1,8192,3,31|47|73,0.7525,0.7441666667,0.7160807292,0.7358333333,0.9808333333,0.95,2.25,1.127175926,0.772578125,0.745,0.753671875,0.7375,0.95,0.72171875,0.7075,0.6779296875,0.695,0.95,0.763203125,0.78,0.716640625,0.775,0.95,0.01562675771,1.583333333,0.75,0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,VOUT-S32-B8-U2,151|152|153,VOUT,AC-ALG1,32,8,2,8192,3,31|47|73,0.7408203125,0.6841666667,0.7132161458,0.6775,0.9908333333,0.9133333333,8.083333333,1.22012963,0.7599609375,0.6975,0.743828125,0.69,0.91,0.6896875,0.6025,0.65515625,0.6,0.86,0.7728125,0.7525,0.7406640625,0.7425,0.97,0.02583417665,0.4153645833,-5.25,-3,1,False
f31c2a6e,489,validated_complete_three_seed_cell,False,VOUT-S32-B8-U4,154|155|156,VOUT,AC-ALG1,32,8,4,8192,3,31|47|73,0.702109375,0.6633333333,0.6844270833,0.65,0.9966666667,0.8466666667,8.083333333,1.367888889,0.6576953125,0.6275,0.6383984375,0.6125,0.8,0.6934765625,0.6475,0.6762890625,0.64,0.85,0.75515625,0.715,0.73859375,0.6975,0.89,0.02846373525,-3.455729167,-7.333333333,-9.666666667,1,False
f31c2a6e,489,validated_complete_three_seed_cell,False,VOUT-S32-B16-U1,157|158|159,VOUT,AC-ALG1,32,16,1,16384,3,31|47|73,0.7600260417,0.7766666667,0.7234635417,0.7625,0.9833333333,0.9666666667,0.1666666667,2.023009259,0.7790234375,0.7875,0.7594140625,0.7775,0.98,0.733515625,0.7575,0.6855859375,0.7325,0.96,0.7675390625,0.785,0.725390625,0.7775,0.96,0.0136635081,2.3359375,4,2.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,VOUT-S32-B16-U2,160|161|162,VOUT,AC-ALG1,32,16,2,16384,3,31|47|73,0.7582682292,0.72,0.7354427083,0.71,0.9966666667,0.8833333333,6.083333333,2.079898148,0.7490625,0.66,0.7298828125,0.645,0.82,0.7508984375,0.7375,0.7258203125,0.73,0.93,0.77484375,0.7625,0.750625,0.755,0.9,0.008304689133,2.16015625,-1.666666667,-6,2,False
f31c2a6e,489,validated_complete_three_seed_cell,False,VOUT-S32-B16-U4,163|164|165,VOUT,AC-ALG1,32,16,4,16384,3,31|47|73,0.6948046875,0.6541666667,0.6796875,0.6491666667,0.9958333333,0.85,9.75,2.328666667,0.682109375,0.635,0.6718359375,0.63,0.86,0.6593359375,0.63,0.63953125,0.6275,0.86,0.74296875,0.6975,0.7276953125,0.69,0.83,0.02496323998,-4.186197917,-8.25,-9.333333333,1,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S8-B4-U1,166|167|168,POLD,AC-ALG1,8,4,1,1024,3,31|47|73,0.7480338542,0.7425,0.7087760417,0.7283333333,0.9725,0.94,1.583333333,0.4560555556,0.7716015625,0.7725,0.7484375,0.7625,0.94,0.7198046875,0.71,0.6800390625,0.6925,0.93,0.7526953125,0.745,0.6978515625,0.73,0.95,0.01513303187,1.13671875,0.5833333333,-0.3333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S8-B4-U2,169|170|171,POLD,AC-ALG1,8,4,2,1024,3,31|47|73,0.7434375,0.6925,0.7153385417,0.6758333333,0.9708333333,0.8433333333,7.333333333,0.4468333333,0.766484375,0.7375,0.7510546875,0.705,0.89,0.7089453125,0.605,0.6775,0.5925,0.73,0.7548828125,0.735,0.7174609375,0.73,0.91,0.01756826981,0.6770833333,-4.416666667,-10,2,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S8-B4-U4,172|173|174,POLD,AC-ALG1,8,4,4,1024,3,31|47|73,0.6588411458,0.4433333333,0.6446223958,0.44,0.995,0.67,29.33333333,0.4477592593,0.695390625,0.595,0.688046875,0.59,0.83,0.598046875,0.36,0.5825390625,0.36,0.56,0.6830859375,0.375,0.66328125,0.37,0.62,0.03060396956,-7.782552083,-29.33333333,-27.33333333,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S8-B8-U1,175|176|177,POLD,AC-ALG1,8,8,1,2048,3,31|47|73,0.744609375,0.7333333333,0.7126432292,0.7233333333,0.9708333333,0.94,2.666666667,0.5470925926,0.7658203125,0.75,0.7480078125,0.7375,0.93,0.7126953125,0.6875,0.68046875,0.68,0.94,0.7553125,0.7625,0.709453125,0.7525,0.95,0.01624278373,0.7942708333,-0.3333333333,-0.3333333333,2,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S8-B8-U2,178|179|180,POLD,AC-ALG1,8,8,2,2048,3,31|47|73,0.7301822917,0.6525,0.7059114583,0.6466666667,0.9741666667,0.8233333333,10.58333333,0.5660555556,0.7659765625,0.72,0.7510546875,0.715,0.89,0.6816015625,0.5575,0.6565234375,0.55,0.67,0.74296875,0.68,0.71015625,0.675,0.91,0.02518203919,-0.6484375,-8.416666667,-12,2,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S8-B8-U4,181|182|183,POLD,AC-ALG1,8,8,4,2048,3,31|47|73,0.6398828125,0.47,0.6268619792,0.4675,0.9916666667,0.77,27.75,0.6426296296,0.6486328125,0.4575,0.64234375,0.4575,0.76,0.5937109375,0.4325,0.5826171875,0.43,0.68,0.6773046875,0.52,0.655625,0.515,0.87,0.02452482168,-9.678385417,-26.66666667,-17.33333333,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S8-B16-U1,184|185|186,POLD,AC-ALG1,8,16,1,4096,3,31|47|73,0.7431380208,0.7375,0.7121744792,0.73,0.9708333333,0.9166666667,1.25,0.7961944444,0.7612109375,0.7575,0.74609375,0.75,0.88,0.714921875,0.7025,0.6823046875,0.695,0.91,0.75328125,0.7525,0.708125,0.745,0.96,0.01429257558,0.6471354167,0.08333333333,-2.666666667,1,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S8-B16-U2,187|188|189,POLD,AC-ALG1,8,16,2,4096,3,31|47|73,0.7193359375,0.6116666667,0.7000130208,0.61,0.9716666667,0.7933333333,14.08333333,0.928037037,0.7395703125,0.615,0.7291796875,0.6125,0.77,0.685,0.58,0.6630859375,0.58,0.75,0.7334375,0.64,0.7077734375,0.6375,0.86,0.01725901021,-1.733072917,-12.5,-15,1,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S8-B16-U4,190|191|192,POLD,AC-ALG1,8,16,4,4096,3,31|47|73,0.6344921875,0.4625,0.6211458333,0.46,0.9883333333,0.6866666667,28.41666667,0.8592777778,0.6424609375,0.4325,0.6327734375,0.4325,0.71,0.5890234375,0.3975,0.5743359375,0.395,0.57,0.6719921875,0.5575,0.656328125,0.5525,0.78,0.02428016407,-10.21744792,-27.41666667,-25.66666667,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S16-B4-U1,193|194|195,POLD,AC-ALG1,16,4,1,2048,3,31|47|73,0.7440234375,0.7375,0.7129296875,0.7316666667,0.9725,0.9566666667,1.25,0.5232407407,0.76390625,0.7475,0.7486328125,0.74,0.96,0.71625,0.7075,0.685,0.7025,0.94,0.7519140625,0.7575,0.70515625,0.7525,0.97,0.01431172029,0.7356770833,0.08333333333,1.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S16-B4-U2,196|197|198,POLD,AC-ALG1,16,4,2,2048,3,31|47|73,0.7327864583,0.65,0.70796875,0.6425,0.9725,0.85,11.08333333,0.6037685185,0.75578125,0.6775,0.7429296875,0.675,0.86,0.698515625,0.575,0.671640625,0.565,0.78,0.7440625,0.6975,0.7093359375,0.6875,0.91,0.01746615573,-0.3880208333,-8.666666667,-9.333333333,1,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S16-B4-U4,199|200|201,POLD,AC-ALG1,16,4,4,2048,3,31|47|73,0.6355338542,0.4825,0.6233984375,0.4791666667,0.9941666667,0.6966666667,25.83333333,0.7011388889,0.68609375,0.5325,0.6805859375,0.5325,0.78,0.5905078125,0.41,0.5803125,0.41,0.55,0.63,0.505,0.609296875,0.495,0.76,0.02773166372,-10.11328125,-25.41666667,-24.66666667,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S16-B8-U1,202|203|204,POLD,AC-ALG1,16,8,1,4096,3,31|47|73,0.7528515625,0.7483333333,0.7205078125,0.7375,0.9708333333,0.95,2.5,0.7972037037,0.7751953125,0.7775,0.758125,0.7625,0.98,0.7262890625,0.71,0.6938671875,0.7,0.93,0.7570703125,0.7575,0.70953125,0.75,0.94,0.01427472955,1.618489583,1.166666667,0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S16-B8-U2,205|206|207,POLD,AC-ALG1,16,8,2,4096,3,31|47|73,0.7140625,0.6141666667,0.6940625,0.61,0.9741666667,0.8033333333,14.08333333,0.8613333333,0.7434375,0.66,0.7302734375,0.655,0.81,0.68015625,0.5525,0.6576953125,0.545,0.73,0.71859375,0.63,0.69421875,0.63,0.87,0.01840768246,-2.260416667,-12.25,-14,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S16-B8-U4,208|209|210,POLD,AC-ALG1,16,8,4,4096,3,31|47|73,0.6234375,0.4758333333,0.6116145833,0.4716666667,0.9891666667,0.69,26.33333333,1.044,0.67546875,0.57,0.6703515625,0.5675,0.84,0.5708984375,0.425,0.5585546875,0.4175,0.57,0.6239453125,0.4325,0.6059375,0.43,0.66,0.03018791684,-11.32291667,-26.08333333,-25.33333333,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S16-B16-U1,211|212|213,POLD,AC-ALG1,16,16,1,8192,3,31|47|73,0.7414973958,0.7425,0.7136458333,0.7325,0.97,0.9333333333,1,1.192888889,0.7598828125,0.765,0.743515625,0.7525,0.94,0.71515625,0.7,0.6869921875,0.6875,0.89,0.749453125,0.7625,0.7104296875,0.7575,0.97,0.01351032405,0.4830729167,0.5833333333,-1,2,True
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S16-B16-U2,214|215|216,POLD,AC-ALG1,16,16,2,8192,3,31|47|73,0.6959505208,0.5908333333,0.6770963542,0.5866666667,0.9783333333,0.7733333333,15.58333333,1.239398148,0.7236328125,0.6,0.7119140625,0.5975,0.81,0.6641796875,0.5425,0.6453515625,0.5375,0.68,0.7000390625,0.63,0.6740234375,0.625,0.83,0.01728395834,-4.071614583,-14.58333333,-17,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S16-B16-U4,217|218|219,POLD,AC-ALG1,16,16,4,8192,3,31|47|73,0.6094010417,0.4491666667,0.597890625,0.4466666667,0.9933333333,0.6666666667,28.5,1.518481481,0.6471875,0.5375,0.6407421875,0.5375,0.8,0.5550390625,0.3575,0.54421875,0.355,0.52,0.6259765625,0.4525,0.6087109375,0.4475,0.68,0.02786212813,-12.7265625,-28.75,-27.66666667,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S32-B4-U1,220|221|222,POLD,AC-ALG1,32,4,1,4096,3,31|47|73,0.7471744792,0.7416666667,0.7155338542,0.7341666667,0.9716666667,0.9366666667,1.75,0.7782222222,0.7684765625,0.7675,0.7528125,0.765,0.95,0.72015625,0.7125,0.6851171875,0.6975,0.91,0.752890625,0.745,0.708671875,0.74,0.95,0.01423866675,1.05078125,0.5,-0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S32-B4-U2,223|224|225,POLD,AC-ALG1,32,4,2,4096,3,31|47|73,0.7227604167,0.6316666667,0.6967578125,0.6266666667,0.9716666667,0.81,12.83333333,0.8776388889,0.7503125,0.685,0.7219921875,0.6825,0.88,0.6889453125,0.5775,0.6671875,0.57,0.73,0.7290234375,0.6325,0.70109375,0.6275,0.82,0.01798983044,-1.390625,-10.5,-13.33333333,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S32-B4-U4,226|227|228,POLD,AC-ALG1,32,4,4,4096,3,31|47|73,0.6434765625,0.465,0.6300260417,0.4625,0.995,0.7433333333,28.66666667,0.9536296296,0.6251953125,0.455,0.6160546875,0.4525,0.77,0.612265625,0.445,0.5987890625,0.445,0.67,0.69296875,0.495,0.675234375,0.49,0.79,0.02502599763,-9.319010417,-27.16666667,-20,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S32-B8-U1,229|230|231,POLD,AC-ALG1,32,8,1,8192,3,31|47|73,0.7399479167,0.73,0.7116015625,0.7225,0.9775,0.9466666667,1.833333333,1.175166667,0.76484375,0.7575,0.7498828125,0.75,0.95,0.705703125,0.695,0.6796875,0.6875,0.95,0.749296875,0.7375,0.705234375,0.73,0.94,0.01770080646,0.328125,-0.6666666667,0.3333333333,2,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S32-B8-U2,232|233|234,POLD,AC-ALG1,32,8,2,8192,3,31|47|73,0.7126953125,0.6233333333,0.693984375,0.62,0.97,0.78,13.5,1.266407407,0.7434375,0.6425,0.7324609375,0.6375,0.84,0.6719140625,0.5775,0.651875,0.575,0.67,0.722734375,0.65,0.6976171875,0.6475,0.83,0.02124843218,-2.397135417,-11.33333333,-16.33333333,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S32-B8-U4,235|236|237,POLD,AC-ALG1,32,8,4,8192,3,31|47|73,0.6151041667,0.46,0.6051692708,0.4591666667,0.99,0.6666666667,28.41666667,1.544703704,0.643203125,0.515,0.6387109375,0.515,0.74,0.5745703125,0.39,0.5631640625,0.39,0.55,0.6275390625,0.475,0.6136328125,0.4725,0.71,0.0207652411,-12.15625,-27.66666667,-27.66666667,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S32-B16-U1,238|239|240,POLD,AC-ALG1,32,16,1,16384,3,31|47|73,0.7424739583,0.7416666667,0.7141145833,0.7358333333,0.9716666667,0.9366666667,1.083333333,2.08737963,0.7676171875,0.775,0.7519140625,0.77,0.94,0.7084765625,0.7,0.6805859375,0.695,0.94,0.751328125,0.75,0.70984375,0.7425,0.93,0.01763708765,0.5807291667,0.5,-0.6666666667,2,True
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S32-B16-U2,241|242|243,POLD,AC-ALG1,32,16,2,16384,3,31|47|73,0.6957161458,0.5825,0.6786979167,0.5808333333,0.9841666667,0.7733333333,16.66666667,2.161583333,0.71078125,0.59,0.6995703125,0.59,0.77,0.657734375,0.535,0.641640625,0.5325,0.77,0.7186328125,0.6225,0.6948828125,0.62,0.78,0.01912566291,-4.095052083,-15.41666667,-17,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,POLD-S32-B16-U4,244|245|246,POLD,AC-ALG1,32,16,4,16384,3,31|47|73,0.5880208333,0.3616666667,0.5784114583,0.3616666667,0.9908333333,0.6133333333,38.75,2.476694444,0.6166796875,0.4425,0.610703125,0.4425,0.67,0.543828125,0.2575,0.53375,0.2575,0.48,0.6035546875,0.385,0.59078125,0.385,0.69,0.02241883887,-14.86458333,-37.5,-33,0,False
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S8-B4-U1,247|248|249,PIS,AC-ALG1,8,4,1,1024,3,31|47|73,0.7457682292,0.7591666667,0.7046744792,0.7441666667,0.9741666667,0.9433333333,0.4166666667,0.4299444444,0.7666015625,0.7875,0.7458203125,0.7675,0.95,0.7200390625,0.71,0.6826953125,0.6975,0.93,0.7506640625,0.78,0.6855078125,0.7675,0.95,0.0136625216,0.91015625,2.25,0,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S8-B4-U2,250|251|252,PIS,AC-ALG1,8,4,2,1024,3,31|47|73,0.7498046875,0.7516666667,0.7191927083,0.7475,0.9725,0.9466666667,1,0.4688425926,0.781640625,0.7975,0.762734375,0.79,0.97,0.70875,0.71,0.6854296875,0.7075,0.9,0.7590234375,0.7475,0.7094140625,0.745,0.97,0.02154065781,1.313802083,1.5,0.3333333333,2,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S8-B4-U4,253|254|255,PIS,AC-ALG1,8,4,4,1024,3,31|47|73,0.7599088542,0.7575,0.732734375,0.7225,0.9725,0.94,3.583333333,0.4835555556,0.7598046875,0.7,0.7376171875,0.625,0.95,0.724921875,0.785,0.7030078125,0.775,0.93,0.795,0.7875,0.757578125,0.7675,0.94,0.02022987921,2.32421875,2.083333333,-0.3333333333,2,False
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S8-B8-U1,256|257|258,PIS,AC-ALG1,8,8,1,2048,3,31|47|73,0.7490364583,0.7483333333,0.7141536458,0.7408333333,0.97,0.9533333333,1.333333333,0.5530185185,0.769765625,0.7675,0.7525,0.76,0.94,0.71734375,0.715,0.68109375,0.71,0.95,0.76,0.7625,0.7088671875,0.7525,0.97,0.01609516158,1.236979167,1.166666667,1,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S8-B8-U2,259|260|261,PIS,AC-ALG1,8,8,2,2048,3,31|47|73,0.7519921875,0.7641666667,0.7292317708,0.7558333333,0.9716666667,0.9433333333,0.3333333333,0.5958148148,0.773359375,0.78,0.7610546875,0.7725,0.92,0.712578125,0.7175,0.69046875,0.7075,0.94,0.7700390625,0.795,0.736171875,0.7875,0.97,0.01973032658,1.532552083,2.75,0,2,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S8-B8-U4,262|263|264,PIS,AC-ALG1,8,8,4,2048,3,31|47|73,0.7791666667,0.8,0.7616145833,0.7916666667,0.9941666667,0.95,0.9166666667,0.6060648148,0.7860546875,0.8075,0.7704296875,0.8025,0.96,0.76328125,0.77,0.7484765625,0.765,0.97,0.7881640625,0.8225,0.7659375,0.8075,0.92,0.007966015581,4.25,6.333333333,0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S8-B16-U1,265|266|267,PIS,AC-ALG1,8,16,1,4096,3,31|47|73,0.75296875,0.7558333333,0.71921875,0.7475,0.9775,0.9433333333,1.25,0.8233981481,0.7706640625,0.765,0.7525390625,0.755,0.94,0.7283984375,0.72,0.6966796875,0.7075,0.94,0.75984375,0.7825,0.7084375,0.78,0.95,0.01267602702,1.630208333,1.916666667,-3.700743415e-15,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S8-B16-U2,268|269|270,PIS,AC-ALG1,8,16,2,4096,3,31|47|73,0.7545442708,0.7716666667,0.7336328125,0.765,0.9708333333,0.9433333333,0.3333333333,0.9224351852,0.76796875,0.77,0.757734375,0.765,0.94,0.7205078125,0.74,0.6976953125,0.735,0.94,0.77515625,0.805,0.74546875,0.795,0.95,0.01714424501,1.787760417,3.5,-3.700743415e-15,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S8-B16-U4,271|272|273,PIS,AC-ALG1,8,16,4,4096,3,31|47|73,0.7560807292,0.7425,0.7415755208,0.7366666667,0.9933333333,0.9333333333,4.666666667,1.020046296,0.753046875,0.685,0.742734375,0.68,0.88,0.7165234375,0.725,0.70234375,0.7225,0.94,0.798671875,0.8175,0.7796484375,0.8075,0.98,0.02376267837,1.94140625,0.5833333333,-1,2,False
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S16-B4-U1,274|275|276,PIS,AC-ALG1,16,4,1,2048,3,31|47|73,0.7500390625,0.7566666667,0.7087239583,0.7433333333,0.9758333333,0.9333333333,0.3333333333,0.5604259259,0.7726171875,0.775,0.7549609375,0.765,0.94,0.7291015625,0.7325,0.679296875,0.7075,0.93,0.7483984375,0.7625,0.6919140625,0.7575,0.93,0.01258863433,1.337239583,2,-1,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S16-B4-U2,277|278|279,PIS,AC-ALG1,16,4,2,2048,3,31|47|73,0.7526432292,0.7575,0.7266015625,0.7508333333,0.9733333333,0.94,1.25,0.5948333333,0.78140625,0.795,0.7680859375,0.7875,0.96,0.72125,0.6975,0.6901171875,0.6925,0.92,0.7552734375,0.78,0.7216015625,0.7725,0.94,0.01741533903,1.59765625,2.083333333,-0.3333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S16-B4-U4,280|281|282,PIS,AC-ALG1,16,4,4,2048,3,31|47|73,0.7555598958,0.7225,0.7362369792,0.7133333333,0.9775,0.9333333333,6,0.6456666667,0.762578125,0.72,0.7437890625,0.7025,0.91,0.772265625,0.8,0.752578125,0.7975,0.96,0.7318359375,0.6475,0.71234375,0.64,0.93,0.01218717308,1.889322917,-1.416666667,-1,2,False
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S16-B8-U1,283|284|285,PIS,AC-ALG1,16,8,1,4096,3,31|47|73,0.7509375,0.7575,0.7173046875,0.7491666667,0.9733333333,0.95,0.4166666667,0.8306203704,0.7819140625,0.7825,0.765078125,0.7725,0.95,0.71671875,0.7175,0.6844921875,0.71,0.94,0.7541796875,0.7725,0.70234375,0.765,0.96,0.01888995348,1.427083333,2.083333333,0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S16-B8-U2,286|287|288,PIS,AC-ALG1,16,8,2,4096,3,31|47|73,0.7615234375,0.7825,0.7406901042,0.7725,0.9616666667,0.9433333333,0.4166666667,0.8476203704,0.7996484375,0.8375,0.784765625,0.825,0.96,0.7202734375,0.7225,0.6980859375,0.7075,0.92,0.7646484375,0.7875,0.73921875,0.785,0.95,0.02296680122,2.485677083,4.583333333,0,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S16-B8-U4,289|290|291,PIS,AC-ALG1,16,8,4,4096,3,31|47|73,0.7807161458,0.7825,0.7652994792,0.7741666667,0.9933333333,0.9666666667,3.5,0.9202314815,0.8159375,0.81,0.8010546875,0.7975,0.97,0.733515625,0.725,0.7225390625,0.7225,0.94,0.7926953125,0.8125,0.7723046875,0.8025,0.99,0.02453546206,4.404947917,4.583333333,2.333333333,3,False
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S16-B16-U1,292|293|294,PIS,AC-ALG1,16,16,1,8192,3,31|47|73,0.7458463542,0.7416666667,0.7149348958,0.7358333333,0.9741666667,0.9366666667,1.666666667,1.212935185,0.7696484375,0.7575,0.751796875,0.75,0.94,0.713984375,0.6975,0.6853515625,0.695,0.93,0.75390625,0.77,0.70765625,0.7625,0.94,0.01656646617,0.91796875,0.5,-0.6666666667,2,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S16-B16-U2,295|296|297,PIS,AC-ALG1,16,16,2,8192,3,31|47|73,0.7579296875,0.7808333333,0.7372526042,0.7733333333,0.9741666667,0.97,0.1666666667,1.506981481,0.783125,0.795,0.7701171875,0.795,0.98,0.720703125,0.74,0.6990234375,0.73,0.97,0.7699609375,0.8075,0.7426171875,0.795,0.96,0.01899724412,2.126302083,4.416666667,2.666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S16-B16-U4,298|299|300,PIS,AC-ALG1,16,16,4,8192,3,31|47|73,0.7758203125,0.7691666667,0.7617838542,0.765,0.9908333333,0.9666666667,3.333333333,1.57725,0.781640625,0.735,0.77125,0.73,0.97,0.7593359375,0.795,0.748046875,0.7925,0.97,0.786484375,0.7775,0.7660546875,0.7725,0.96,0.008359953008,3.915364583,3.25,2.333333333,3,False
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S32-B4-U1,301|302|303,PIS,AC-ALG1,32,4,1,4096,3,31|47|73,0.7493098958,0.7525,0.7190234375,0.7441666667,0.9725,0.9566666667,0.8333333333,0.7615555556,0.77390625,0.77,0.756328125,0.76,0.95,0.720625,0.7225,0.6872265625,0.71,0.97,0.7533984375,0.765,0.713515625,0.7625,0.95,0.01551622839,1.264322917,1.583333333,1.333333333,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S32-B4-U2,304|305|306,PIS,AC-ALG1,32,4,2,4096,3,31|47|73,0.7565755208,0.78,0.7383333333,0.775,0.9725,0.95,0.25,1.009888889,0.780859375,0.7975,0.7680078125,0.79,0.95,0.7133203125,0.71,0.6953125,0.7075,0.93,0.775546875,0.8325,0.7516796875,0.8275,0.97,0.02168190836,1.990885417,4.333333333,0.6666666667,2,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S32-B4-U4,307|308|309,PIS,AC-ALG1,32,4,4,4096,3,31|47|73,0.7510677083,0.72,0.7337630208,0.7133333333,0.985,0.9233333333,5,0.9581481481,0.7637109375,0.7025,0.7471875,0.6925,0.91,0.7097265625,0.685,0.689375,0.675,0.93,0.779765625,0.7725,0.7647265625,0.7725,0.93,0.02118376738,1.440104167,-1.666666667,-2,2,False
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S32-B8-U1,310|311|312,PIS,AC-ALG1,32,8,1,8192,3,31|47|73,0.7521614583,0.7566666667,0.7215494792,0.7466666667,0.9741666667,0.9533333333,0.6666666667,1.433416667,0.7771875,0.7925,0.760234375,0.7825,0.97,0.7233203125,0.71,0.6907421875,0.6975,0.92,0.7559765625,0.7675,0.713671875,0.76,0.97,0.0156666816,1.549479167,2,1,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S32-B8-U2,313|314|315,PIS,AC-ALG1,32,8,2,8192,3,31|47|73,0.7603125,0.7866666667,0.7405859375,0.77,0.9508333333,0.9366666667,0.1666666667,1.391175926,0.785625,0.8125,0.76984375,0.79,0.95,0.7151953125,0.745,0.698125,0.735,0.94,0.7801171875,0.8025,0.7537890625,0.785,0.92,0.02261455619,2.364583333,5,-0.6666666667,3,True
f31c2a6e,489,validated_complete_three_seed_cell,False,PIS-S32-B8-U4,316|317|318,PIS,AC-ALG1,32,8,4,8192,3,31|47|73,0.78921875,0.8008333333,0.7750520833,0.7941666667,0.9866666667,0.9666666667,2.416666667,1.501574074,0.8016015625,0.8225,0.788984375,0.8175,0.99,0.7675390625,0.78,0.754375,0.7725,0.97,0.798515625,0.8,0.781796875,0.7925,0.94,0.01087638712,5.255208333,6.416666667,2.333333333,3,True
